dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
2025-08-05,2025-08-05 09:46:00,CUST000000247568,648769,2,2000000360300,1,INR,3291,25%,295,web,
2025-08-05,2025-08-05 06:20:07,CUST000000283025,648770,1,2000000408194,1,INR,81855,0%,4093,app,
2025-08-05,2025-08-05 06:20:07,CUST000000283025,648770,2,2000000397955,1,INR,2626,11%,422,app,
2025-08-05,2025-08-05 06:38:36,CUST000000274570,648771,1,2000000116181,1,INR,3522,8%,390,web,PRIME5
2025-08-05,2025-08-05 06:38:36,CUST000000274570,648771,2,2000000425382,1,INR,1625,1%,289,web,PRIME5
2025-08-05,2025-08-05 09:49:06,CUST000000161343,648772,1,2000000278087,1,GBP,42,2%,5,app,NEW10
2025-08-05,2025-08-05 18:11:45,CUST000000251614,648773,1,2000000053592,1,INR,10807,3%,1257,app,NEW10
2025-08-05,2025-08-05 23:02:52,CUST000000274316,648774,1,2000000244013,1,INR,2214,16%,223,web,
2025-08-05,2025-08-05 23:02:52,CUST000000274316,648774,2,2000000212562,4,INR,10415,11%,4465,web,
2025-08-05,2025-08-05 05:27:53,CUST000000082393,648775,1,2000000167282,1,USD,$56,0%,7,web,
2025-08-05,2025-08-05 05:27:53,CUST000000082393,648775,2,2000000488066,Two,USD,$39,13%,13,web,
2025-08-05,2025-08-05 03:09:00,CUST000000070960,648776,1,2000000381206,1,USD,$80,6%,10,app,
2025-08-05,2025-08-05 22:48:24,CUST000000267014,648777,1,2000000195100,1,GBP,5,6%,1,app,
2025-08-05,2025-08-05 22:48:24,CUST000000267014,648777,2,2000000289793,Two,GBP,17,0%,2,app,
2025-08-05,2025-08-05 08:05:48,CUST000000210310,648778,1,2000000072579,1,INR,2845,7%,132,app,NEW10
2025-08-05,2025-08-05 10:33:26,CUST000000081648,648779,1,2000000427393,1,INR,7101,11%,756,web,NEW10
2025-08-05,2025-08-05 02:42:11,CUST000000130628,648780,1,2000000257525,1,INR,6339,9%,288,app,PRIME5
2025-08-05,2025-08-05 02:42:11,CUST000000130628,648780,2,2000000018317,Two,INR,4539,13%,1425,app,PRIME5
2025-08-05,2025-08-05 02:42:11,CUST000000130628,648780,3,2000000388373,1,INR,1573,11%,169,app,PRIME5
2025-08-05,2025-08-05 02:42:11,CUST000000130628,648780,4,2000000055435,1,INR,607,18%,25,app,PRIME5
2025-08-05,2025-08-05 13:12:33,CUST000000010404,648781,1,2000000138763,Two,INR,4801,0%,481,web,NEW10
2025-08-05,2025-08-05 12:27:39,CUST000000252013,648782,1,2000000156378,Two,INR,958,9%,315,web,
2025-08-05,2025-08-05 12:27:39,CUST000000252013,648782,2,2000000255132,1,INR,2235,14%,97,web,
2025-08-05,2025-08-05 12:27:39,CUST000000252013,648782,3,2000000395043,1,INR,310,0%,38,web,
2025-08-05,2025-08-05 12:27:39,CUST000000252013,648782,4,2000000112244,1,INR,907,2%,108,web,
2025-08-05,2025-08-05 17:27:33,CUST000000005449,648783,1,2000000216676,1,INR,1625,23%,150,app,
2025-08-05,2025-08-05 02:35:21,CUST000000075912,648784,1,2000000478418,1,AUD,7,0%,1,app,
2025-08-05,2025-08-05 02:57:24,CUST000000283312,648785,1,2000000283654,Two,AED,176,0%,18,web,
2025-08-05,2025-08-05 19:32:08,CUST000000068098,648786,1,2000000276144,1,INR,2848,12%,126,app,
2025-08-05,2025-08-05 17:08:19,CUST000000192730,648787,1,2000000331072,1,USD,$934,8%,104,web,
2025-08-05,2025-08-05 17:08:19,CUST000000192730,648787,2,2000000039916,1,USD,$26,13%,3,web,
2025-08-05,2025-08-05 18:51:14,CUST000000017934,648788,1,2000000380391,1,INR,1032,15%,45,web,
2025-08-05,2025-08-05 21:51:12,CUST000000262386,648789,1,2000000397351,1,AUD,79,6%,9,app,PRIME5
2025-08-05,2025-08-05 21:51:12,CUST000000262386,648789,2,2000000236650,1,AUD,131,14%,14,app,PRIME5
2025-08-05,2025-08-05 21:51:12,CUST000000262386,648789,3,2000000285368,1,AUD,58,0%,11,app,PRIME5
2025-08-05,2025-08-05 21:51:12,CUST000000262386,648789,4,2000000083674,1,AUD,122,8%,6,app,PRIME5
2025-08-05,2025-08-05 21:51:12,CUST000000262386,648789,5,2000000227733,1,AUD,55,15%,9,app,PRIME5
2025-08-05,2025-08-05 01:25:34,CUST000000109675,648790,1,2000000499819,1,INR,2569,2%,127,web,NEW10
2025-08-05,2025-08-05 01:25:34,CUST000000109675,648790,2,2000000371061,1,INR,3848,0%,193,web,NEW10
2025-08-05,2025-08-05 16:32:57,CUST000000046597,648791,1,2000000318417,1,USD,$28,12%,4,app,SAVE50
2025-08-05,2025-08-05 16:32:57,CUST000000046597,648791,2,2000000342528,1,USD,$26,8%,2,app,SAVE50
2025-08-05,2025-08-05 16:32:57,CUST000000046597,648791,3,2000000330938,1,USD,$127,4%,15,app,SAVE50
2025-08-05,2025-08-05 16:32:57,CUST000000046597,648791,4,2000000435619,1,USD,$11,18%,2,app,SAVE50
2025-08-05,2025-08-05 22:15:19,CUST000000068548,648792,1,2000000022604,1,INR,16009,8%,2663,app,
2025-08-05,2025-08-05 12:15:37,CUST000000281780,648793,1,2000000060620,1,INR,94103,10%,10167,web,
2025-08-05,2025-08-05 12:15:37,CUST000000281780,648793,2,2000000334264,1,INR,33344,3%,5845,web,
2025-08-05,2025-08-05 20:57:14,CUST000000291001,648794,1,2000000426938,1,CAD,2,2%,1,web,
2025-08-05,2025-08-05 16:06:06,CUST000000000526,648795,1,2000000050423,1,INR,2686,11%,288,web,
2025-08-05,2025-08-05 22:14:50,CUST000000080228,648796,1,2000000167732,3,AED,77,15%,24,app,
2025-08-05,2025-08-05 21:16:12,CUST000000268790,648797,1,2000000353142,4,INR,6022,14%,3751,web,FEST20
2025-08-05,2025-08-05 22:59:11,CUST000000090117,648798,1,2000000154374,1,INR,657,12%,29,web,FEST20
2025-08-05,2025-08-05 22:05:51,CUST000000108604,648799,1,2000000260129,1,INR,1574,0%,79,web,
2025-08-05,2025-08-05 22:05:51,CUST000000108604,648799,2,2000000499697,1,INR,1858,21%,74,web,
2025-08-05,2025-08-05 07:42:43,CUST000000273019,648800,1,2000000189345,Two,INR,11020,10%,993,app,SAVE50
2025-08-05,2025-08-05 01:38:02,CUST000000078754,648801,1,2000000358178,1,AED,185,15%,19,web,
2025-08-05,2025-08-05 11:37:49,CUST000000203945,648802,1,2000000392110,1,INR,97197,20%,14019,web,
2025-08-05,2025-08-05 15:48:31,CUST000000084444,648803,1,2000000406077,Two,GBP,700,6%,159,web,
2025-08-05,2025-08-05 15:48:31,CUST000000084444,648803,2,2000000254340,1,GBP,104,7%,5,web,
2025-08-05,2025-08-05 01:05:05,CUST000000129014,648804,1,2000000100807,3,INR,10512,4%,1509,app,
2025-08-05,2025-08-05 17:50:41,CUST000000239546,648805,1,2000000360874,1,INR,2480,0%,298,app,
2025-08-05,2025-08-05 23:04:11,CUST000000182833,648806,1,2000000045825,1,USD,$43,15%,2,app,
2025-08-05,2025-08-05 17:22:34,CUST000000018337,648807,1,2000000394299,Two,CAD,27,16%,3,app,
2025-08-05,2025-08-05 05:20:42,CUST000000126416,648808,1,2000000221175,1,INR,89002,15%,9123,app,
2025-08-05,2025-08-05 05:20:42,CUST000000126416,648808,2,2000000030159,Two,INR,2075,16%,630,app,
2025-08-05,2025-08-05 03:33:17,CUST000000213498,648809,1,2000000329789,Two,INR,9145,11%,813,web,
2025-08-05,2025-08-05 20:27:55,CUST000000114006,648810,1,2000000287287,1,INR,2329,7%,260,web,
2025-08-05,2025-08-05 20:27:55,CUST000000114006,648810,2,2000000375984,1,INR,11938,9%,1308,web,
2025-08-05,2025-08-05 20:27:55,CUST000000114006,648810,3,2000000426525,1,INR,921,11%,42,web,
2025-08-05,2025-08-05 11:44:28,CUST000000092829,648811,1,2000000034775,1,GBP,3,14%,1,web,
2025-08-05,2025-08-05 11:28:29,CUST000000241397,648812,1,2000000311999,1,CAD,740,3%,130,web,
2025-08-05,2025-08-05 11:28:29,CUST000000241397,648812,2,2000000134338,Two,CAD,375,2%,89,web,
2025-08-05,2025-08-05 02:57:42,CUST000000123802,648813,1,2000000130798,1,CAD,128,1%,16,web,
2025-08-05,2025-08-05 21:17:35,CUST000000107499,648814,1,2000000113005,1,INR,644,11%,29,web,
2025-08-05,2025-08-05 21:17:35,CUST000000107499,648814,2,2000000379135,1,INR,6316,0%,758,web,
2025-08-05,2025-08-05 21:17:35,CUST000000107499,648814,3,2000000310237,Two,INR,20664,14%,6414,web,
2025-08-05,2025-08-05 23:35:07,CUST000000110412,648815,1,2000000438962,Two,INR,8305,14%,719,app,PRIME5
2025-08-05,2025-08-05 23:35:07,CUST000000110412,648815,2,2000000060033,Two,INR,1125,18%,92,app,PRIME5
2025-08-05,2025-08-05 23:35:07,CUST000000110412,648815,3,2000000260044,1,INR,90818,0%,4541,app,PRIME5
2025-08-05,2025-08-05 22:40:29,CUST000000021481,648816,1,2000000403380,1,INR,3458,7%,162,web,
2025-08-05,2025-08-05 22:40:29,CUST000000021481,648816,2,2000000289533,1,INR,16104,9%,2629,web,
2025-08-05,2025-08-05 22:40:29,CUST000000021481,648816,3,2000000441634,1,INR,1046,7%,117,web,
2025-08-05,2025-08-05 17:51:57,CUST000000285075,648817,1,2000000277745,1,INR,3634,6%,411,web,NEW10
2025-08-05,2025-08-05 00:18:46,CUST000000110274,648818,1,2000000309125,1,INR,1258,13%,198,web,
2025-08-05,2025-08-05 04:16:49,CUST000000029800,648819,1,2000000095110,1,INR,4046,1%,483,web,
2025-08-05,2025-08-05 00:34:50,CUST000000274929,648820,1,2000000390277,1,GBP,40,15%,2,app,FEST20
2025-08-05,2025-08-05 03:20:25,CUST000000196037,648821,1,2000000273785,1,INR,1921,0%,231,app,
2025-08-05,2025-08-05 03:20:25,CUST000000196037,648821,2,2000000280028,3,INR,3422,14%,1060,app,
2025-08-05,2025-08-05 17:30:39,CUST000000109331,648822,1,2000000467733,1,USD,$34,15%,4,app,
2025-08-05,2025-08-05 01:19:11,CUST000000183471,648823,1,2000000148724,1,INR,1310,14%,136,app,
2025-08-05,2025-08-05 19:13:00,CUST000000244526,648824,1,2000000007250,1,INR,108605,5%,18653,app,
2025-08-05,2025-08-05 19:13:00,CUST000000244526,648824,2,2000000461717,1,INR,2640,5%,452,app,
2025-08-05,2025-08-05 19:13:00,CUST000000244526,648824,3,2000000109336,1,INR,3336,10%,540,app,
2025-08-05,2025-08-05 16:53:13,CUST000000291255,648825,1,2000000253664,Two,INR,13011,10%,1168,app,
2025-08-05,2025-08-05 16:53:13,CUST000000291255,648825,2,2000000210957,1,INR,71198,0%,8544,app,
2025-08-05,2025-08-05 16:18:52,CUST000000179809,648826,1,2000000216522,1,INR,3671,22%,515,app,FEST20
2025-08-05,2025-08-05 00:13:44,CUST000000189278,648827,1,2000000428222,1,AED,60,18%,6,web,PRIME5
2025-08-05,2025-08-05 00:13:44,CUST000000189278,648827,2,2000000382913,Two,AED,1904,6%,430,web,PRIME5
2025-08-05,2025-08-05 01:22:49,CUST000000063730,648828,1,2000000237121,1,INR,41284,0%,2065,app,
2025-08-05,2025-08-05 01:22:49,CUST000000063730,648828,2,2000000002699,1,INR,93866,11%,4168,app,
2025-08-05,2025-08-05 08:46:21,CUST000000027532,648829,1,2000000399164,1,USD,$18,10%,1,app,
2025-08-05,2025-08-05 08:46:21,CUST000000027532,648829,2,2000000457475,4,USD,$115,0%,56,app,
2025-08-05,2025-08-05 08:46:21,CUST000000027532,648829,3,2000000089539,1,USD,$37,7%,5,app,
2025-08-05,2025-08-05 16:08:57,CUST000000208944,648830,1,2000000007939,1,INR,4347,6%,492,app,
2025-08-05,2025-08-05 16:08:57,CUST000000208944,648830,2,2000000127156,1,INR,2947,5%,337,app,
2025-08-05,2025-08-05 16:08:57,CUST000000208944,648830,3,2000000309668,1,INR,560,0%,101,app,
2025-08-05,2025-08-05 16:08:57,CUST000000208944,648830,4,2000000297026,1,INR,3711,4%,639,app,
2025-08-05,2025-08-05 01:15:33,CUST000000224081,648831,1,2000000474281,1,INR,1115,21%,107,app,FEST20
2025-08-05,2025-08-05 01:15:33,CUST000000224081,648831,2,2000000160085,1,INR,697,2%,83,app,FEST20
2025-08-05,2025-08-05 07:35:58,CUST000000113559,648832,1,2000000330846,1,INR,2190,2%,108,web,
2025-08-05,2025-08-05 07:35:58,CUST000000113559,648832,2,2000000236025,1,INR,9303,18%,1368,web,
2025-08-05,2025-08-05 15:14:58,CUST000000250507,648833,1,2000000028088,Two,USD,$70,13%,7,app,
2025-08-05,2025-08-05 15:14:58,CUST000000250507,648833,2,2000000119601,1,USD,$61,1%,8,app,
2025-08-05,2025-08-05 00:38:55,CUST000000124370,648834,1,2000000356853,1,GBP,13,14%,1,app,PRIME5
2025-08-05,2025-08-05 00:38:55,CUST000000124370,648834,2,2000000069821,Two,GBP,1001,10%,218,app,PRIME5
2025-08-05,2025-08-05 11:34:51,CUST000000201452,648835,1,2000000437446,1,INR,749,2%,37,web,
2025-08-05,2025-08-05 11:34:51,CUST000000201452,648835,2,2000000407555,1,INR,3550,16%,149,web,
2025-08-05,2025-08-05 16:33:31,CUST000000125969,648836,1,2000000401515,1,SGD,1191,12%,53,web,
2025-08-05,2025-08-05 01:23:49,CUST000000152133,648837,1,2000000073194,1,INR,8291,4%,1436,web,
2025-08-05,2025-08-05 10:17:34,CUST000000212990,648838,1,2000000357300,1,INR,3034,14%,312,web,
2025-08-05,2025-08-05 21:49:24,CUST000000202223,648839,1,2000000370538,1,USD,$52,3%,7,web,
2025-08-05,2025-08-05 14:04:06,CUST000000062256,648840,1,2000000193717,4,INR,16976,9%,7396,web,
2025-08-05,2025-08-05 14:49:23,CUST000000299623,648841,1,2000000093451,Two,INR,3067,17%,256,web,
2025-08-05,2025-08-05 14:49:23,CUST000000299623,648841,2,2000000406244,3,INR,1948,19%,570,web,
2025-08-05,2025-08-05 11:29:38,CUST000000127622,648842,1,2000000304533,1,USD,$6,15%,1,app,
2025-08-05,2025-08-05 11:29:38,CUST000000127622,648842,2,2000000451756,Two,USD,$155,20%,30,app,
2025-08-05,2025-08-05 11:29:38,CUST000000127622,648842,3,2000000330365,Two,USD,$119,9%,40,app,
2025-08-05,2025-08-05 11:29:38,CUST000000127622,648842,4,2000000490069,1,USD,$37,13%,4,app,
2025-08-05,2025-08-05 16:44:57,CUST000000074412,648843,1,2000000327983,1,GBP,7,11%,2,app,
2025-08-05,2025-08-05 10:19:48,CUST000000034917,648844,1,2000000117201,1,INR,66437,16%,10095,app,
2025-08-05,2025-08-05 10:19:48,CUST000000034917,648844,2,2000000302485,Two,INR,2041,2%,200,app,
2025-08-05,2025-08-05 18:28:53,CUST000000131888,648845,1,2000000081441,1,USD,$15,2%,2,web,
2025-08-05,2025-08-05 05:46:23,CUST000000093603,648846,1,2000000225401,1,INR,80701,5%,9166,web,
2025-08-05,2025-08-05 05:46:23,CUST000000093603,648846,2,2000000437774,1,INR,1159,11%,125,web,
2025-08-05,2025-08-05 05:46:23,CUST000000093603,648846,3,2000000030050,3,INR,3517,0%,1267,web,
2025-08-05,2025-08-05 11:49:14,CUST000000108980,648847,1,2000000049748,1,INR,65400,4%,3132,app,FEST20
2025-08-05,2025-08-05 11:49:14,CUST000000108980,648847,2,2000000335674,1,INR,3636,12%,575,app,FEST20
2025-08-05,2025-08-05 12:16:05,CUST000000291117,648848,1,2000000377599,Two,CAD,17,7%,6,web,
2025-08-05,2025-08-05 07:05:53,CUST000000159362,648849,1,2000000437705,1,INR,2328,0%,420,web,SAVE50
2025-08-05,2025-08-05 03:51:23,CUST000000119980,648850,1,2000000412672,4,INR,2510,7%,467,web,SAVE50
2025-08-05,2025-08-05 03:51:23,CUST000000119980,648850,2,2000000268453,1,INR,897,20%,87,web,SAVE50
2025-08-05,2025-08-05 12:59:28,CUST000000031257,648851,1,2000000069562,1,INR,1246,0%,225,web,
2025-08-05,2025-08-05 12:59:28,CUST000000031257,648851,2,2000000129587,1,INR,16473,0%,2966,web,
2025-08-05,2025-08-05 12:00:11,CUST000000009704,648852,1,2000000142708,1,INR,60171,7%,2791,web,
2025-08-05,2025-08-05 12:00:11,CUST000000009704,648852,2,2000000326382,3,INR,4055,18%,1201,web,
2025-08-05,2025-08-05 13:51:51,CUST000000113043,648853,1,2000000467498,Two,AED,45,5%,11,app,
2025-08-05,2025-08-05 13:51:51,CUST000000113043,648853,2,2000000171876,Two,AED,39,0%,10,app,
2025-08-05,2025-08-05 19:44:02,CUST000000287018,648854,1,2000000187853,1,INR,20101,3%,2334,app,PRIME5
2025-08-05,2025-08-05 03:00:17,CUST000000087904,648855,1,2000000327587,3,INR,1713,3%,596,app,
2025-08-05,2025-08-05 06:53:16,CUST000000061283,648856,1,2000000208985,1,INR,4124,3%,720,web,FEST20
2025-08-05,2025-08-05 06:53:16,CUST000000061283,648856,2,2000000387055,1,INR,23973,11%,2548,web,FEST20
2025-08-05,2025-08-05 06:53:16,CUST000000061283,648856,3,2000000419800,Two,INR,60573,0%,14538,web,FEST20
2025-08-05,2025-08-05 09:51:23,CUST000000167162,648857,1,2000000373775,1,INR,876,0%,106,app,NEW10
2025-08-05,2025-08-05 23:15:38,CUST000000193759,648858,1,2000000397719,1,INR,72382,3%,12585,web,
2025-08-05,2025-08-05 23:29:46,CUST000000010696,648859,1,2000000183381,3,INR,5264,1%,1883,web,
2025-08-05,2025-08-05 11:38:38,CUST000000076483,648860,1,2000000492292,1,GBP,6,12%,1,app,PRIME5
2025-08-05,2025-08-05 16:07:51,CUST000000097432,648861,1,2000000317502,1,GBP,7,32%,1,app,
2025-08-05,2025-08-05 16:07:51,CUST000000097432,648861,2,2000000105734,1,GBP,31,9%,2,app,
2025-08-05,2025-08-05 16:07:51,CUST000000097432,648861,3,2000000233635,1,GBP,287,15%,44,app,
2025-08-05,2025-08-05 16:07:51,CUST000000097432,648861,4,2000000127019,Two,GBP,343,0%,35,app,
2025-08-05,2025-08-05 16:07:51,CUST000000097432,648861,5,2000000444963,Two,GBP,11,9%,2,app,
2025-08-05,2025-08-05 14:58:42,CUST000000213537,648862,1,2000000230320,1,AUD,13,8%,3,app,
2025-08-05,2025-08-05 14:58:42,CUST000000213537,648862,2,2000000416274,1,AUD,219,12%,10,app,
2025-08-05,2025-08-05 09:15:16,CUST000000055011,648863,1,2000000028804,1,INR,2097,0%,252,web,NEW10
2025-08-05,2025-08-05 20:54:22,CUST000000029951,648864,1,2000000309835,Two,INR,473,27%,84,app,FEST20
2025-08-05,2025-08-05 19:03:14,CUST000000060576,648865,1,2000000302423,1,GBP,3,3%,1,app,FEST20
2025-08-05,2025-08-05 02:41:56,CUST000000253321,648866,1,2000000390079,1,CAD,50,7%,6,web,NEW10
2025-08-05,2025-08-05 11:53:16,CUST000000004605,648867,1,2000000146591,1,CAD,145,15%,23,app,
2025-08-05,2025-08-05 11:53:16,CUST000000004605,648867,2,2000000296494,1,CAD,79,0%,15,app,
2025-08-05,2025-08-05 11:53:16,CUST000000004605,648867,3,2000000430720,1,CAD,599,0%,30,app,
2025-08-05,2025-08-05 05:30:56,CUST000000234227,648868,1,2000000231105,1,GBP,325,9%,54,web,
2025-08-05,2025-08-05 06:22:33,CUST000000243461,648869,1,2000000492100,1,INR,73556,2%,8662,app,FEST20
2025-08-05,2025-08-05 01:57:49,CUST000000044227,648870,1,2000000133775,1,INR,2613,0%,314,app,
2025-08-05,2025-08-05 10:09:54,CUST000000157701,648871,1,2000000380674,1,GBP,792,7%,89,web,
2025-08-05,2025-08-05 10:09:54,CUST000000157701,648871,2,2000000338125,1,GBP,5,8%,1,web,
2025-08-05,2025-08-05 22:52:33,CUST000000038067,648872,1,2000000092638,1,INR,3324,13%,145,app,NEW10
2025-08-05,2025-08-05 16:29:04,CUST000000141634,648873,1,2000000250465,1,GBP,5,16%,1,app,
2025-08-05,2025-08-05 10:03:48,CUST000000086240,648874,1,2000000419046,Two,SGD,334,4%,77,app,
2025-08-05,2025-08-05 10:03:48,CUST000000086240,648874,2,2000000386607,Two,SGD,13,3%,2,app,
2025-08-05,2025-08-05 23:44:32,CUST000000110520,648875,1,2000000256726,1,INR,1926,0%,346,web,
2025-08-05,2025-08-05 11:19:42,CUST000000100646,648876,1,2000000357386,Two,INR,6227,1%,1485,app,PRIME5
2025-08-05,2025-08-05 18:47:42,CUST000000067477,648877,1,2000000470016,1,INR,802,16%,81,app,FEST20
2025-08-05,2025-08-05 02:56:40,CUST000000061294,648878,1,2000000365282,1,USD,$10,3%,2,web,
2025-08-05,2025-08-05 17:30:42,CUST000000279812,648879,1,2000000262918,1,SGD,856,11%,38,app,NEW10
2025-08-05,2025-08-05 00:09:29,CUST000000201111,648880,1,2000000217178,1,INR,539,0%,65,app,NEW10
2025-08-05,2025-08-05 17:35:35,CUST000000264009,648881,1,2000000147376,1,INR,168,10%,8,app,
2025-08-05,2025-08-05 09:52:52,CUST000000230887,648882,1,2000000342207,4,INR,7335,25%,3972,app,NEW10
2025-08-05,2025-08-05 09:52:52,CUST000000230887,648882,2,2000000001265,1,INR,890,19%,131,app,NEW10
2025-08-05,2025-08-05 05:02:14,CUST000000244634,648883,1,2000000409375,1,USD,$795,0%,40,app,PRIME5
2025-08-05,2025-08-05 14:52:54,CUST000000159000,648884,1,2000000216577,1,AED,984,0%,119,web,NEW10
2025-08-05,2025-08-05 22:41:17,CUST000000158320,648885,1,2000000378282,3,SGD,27,10%,14,app,
2025-08-05,2025-08-05 06:02:46,CUST000000149469,648886,1,2000000412719,1,CAD,7,13%,1,web,
2025-08-05,2025-08-05 06:02:46,CUST000000149469,648886,2,2000000028323,Two,CAD,11,0%,5,web,
2025-08-05,2025-08-05 20:37:35,CUST000000169179,648887,1,2000000453873,1,INR,12429,1%,614,web,
2025-08-05,2025-08-05 14:43:00,CUST000000076540,648888,1,2000000143781,1,GBP,7,0%,1,web,
2025-08-05,2025-08-05 14:43:00,CUST000000076540,648888,2,2000000139753,Two,GBP,148,5%,34,web,
2025-08-05,2025-08-05 14:59:07,CUST000000201045,648889,1,2000000085357,1,GBP,36,5%,2,web,
2025-08-05,2025-08-05 13:55:57,CUST000000221257,648890,1,2000000485874,1,SGD,72,9%,8,app,
2025-08-05,2025-08-05 13:55:57,CUST000000221257,648890,2,2000000303789,1,SGD,130,20%,13,app,
2025-08-05,2025-08-05 05:18:02,CUST000000011821,648891,1,2000000377940,1,USD,$104,3%,6,app,
2025-08-05,2025-08-05 06:29:01,CUST000000110992,648892,1,2000000480428,1,INR,2869,0%,345,app,
2025-08-05,2025-08-05 06:29:01,CUST000000110992,648892,2,2000000305202,1,INR,545,5%,62,app,
2025-08-05,2025-08-05 18:53:53,CUST000000104104,648893,1,2000000286228,1,INR,68706,15%,2930,web,
2025-08-05,2025-08-05 18:53:53,CUST000000104104,648893,2,2000000170855,1,INR,334,5%,58,web,
2025-08-05,2025-08-05 19:48:52,CUST000000169184,648894,1,2000000328195,1,INR,7870,3%,1379,web,
2025-08-05,2025-08-05 19:48:52,CUST000000169184,648894,2,2000000345598,1,INR,1448,0%,174,web,
2025-08-05,2025-08-05 19:48:52,CUST000000169184,648894,3,2000000168982,Two,INR,12626,15%,2586,web,
2025-08-05,2025-08-05 09:46:14,CUST000000028633,648895,1,2000000305530,1,INR,29010,1%,5157,app,
2025-08-05,2025-08-05 09:46:14,CUST000000028633,648895,2,2000000423579,1,INR,969,1%,48,app,
2025-08-05,2025-08-05 16:49:28,CUST000000173584,648896,1,2000000455242,1,CAD,951,22%,90,web,
2025-08-05,2025-08-05 16:49:28,CUST000000173584,648896,2,2000000194189,4,CAD,1810,11%,323,web,
2025-08-05,2025-08-05 09:02:30,CUST000000298172,648897,1,2000000413136,Two,INR,2525,11%,225,app,NEW10
2025-08-05,2025-08-05 11:04:15,CUST000000144088,648898,1,2000000398594,1,INR,45869,6%,5158,app,
2025-08-05,2025-08-05 11:04:15,CUST000000144088,648898,2,2000000047683,1,INR,5313,16%,537,app,
2025-08-05,2025-08-05 11:04:15,CUST000000144088,648898,3,2000000377865,1,INR,657,15%,67,app,
2025-08-05,2025-08-05 14:41:42,CUST000000010077,648899,1,2000000205014,1,INR,20425,0%,1022,web,
2025-08-05,2025-08-05 14:41:42,CUST000000010077,648899,2,2000000056883,1,INR,221,0%,27,web,
2025-08-05,2025-08-05 14:41:42,CUST000000010077,648899,3,2000000379180,Two,INR,50450,8%,11151,web,
2025-08-05,2025-08-05 01:45:03,CUST000000109616,648900,1,2000000109909,1,INR,7203,0%,865,web,
2025-08-05,2025-08-05 01:45:03,CUST000000109616,648900,2,2000000011912,1,INR,6424,12%,1023,web,
2025-08-05,2025-08-05 01:45:03,CUST000000109616,648900,3,2000000298757,4,INR,9617,10%,4147,web,
2025-08-05,2025-08-05 11:13:43,CUST000000093690,648901,1,2000000009292,1,GBP,113,20%,11,web,
2025-08-05,2025-08-05 11:13:43,CUST000000093690,648901,2,2000000124933,1,GBP,104,1%,6,web,
2025-08-05,2025-08-05 04:49:42,CUST000000218987,648902,1,2000000486420,3,INR,300,0%,163,web,
2025-08-05,2025-08-05 17:17:12,CUST000000196942,648903,1,2000000249018,1,GBP,7,8%,1,app,FEST20
2025-08-05,2025-08-05 13:07:05,CUST000000099799,648904,1,2000000164984,4,INR,1339,19%,523,web,FEST20
2025-08-05,2025-08-05 14:41:44,CUST000000058892,648905,1,2000000163321,1,INR,1839,20%,178,app,
2025-08-05,2025-08-05 18:16:44,CUST000000145415,648906,1,2000000220581,1,SGD,17,19%,2,web,
2025-08-05,2025-08-05 15:14:34,CUST000000087096,648907,1,2000000157672,1,INR,642,8%,71,web,
2025-08-05,2025-08-05 15:14:34,CUST000000087096,648907,2,2000000072548,Two,INR,2694,4%,618,web,
2025-08-05,2025-08-05 02:39:03,CUST000000121350,648908,1,2000000080703,1,INR,9728,13%,1021,app,
2025-08-05,2025-08-05 19:34:12,CUST000000185402,648909,1,2000000221403,3,INR,60687,7%,20258,app,FEST20
2025-08-05,2025-08-05 17:05:34,CUST000000209675,648910,1,2000000354316,1,AED,44,16%,2,app,
2025-08-05,2025-08-05 17:05:34,CUST000000209675,648910,2,2000000224473,1,AED,43,14%,5,app,
2025-08-05,2025-08-05 00:52:04,CUST000000025175,648911,1,2000000467801,1,INR,4183,0%,503,app,PRIME5
2025-08-05,2025-08-05 04:56:11,CUST000000124777,648912,1,2000000125909,Two,INR,100295,13%,31305,app,
2025-08-05,2025-08-05 04:56:11,CUST000000124777,648912,2,2000000167060,Two,INR,469,5%,45,app,
2025-08-05,2025-08-05 07:31:58,CUST000000222472,648913,1,2000000347455,1,INR,4785,0%,575,web,
2025-08-05,2025-08-05 07:31:58,CUST000000222472,648913,2,2000000444765,1,INR,891,8%,42,web,
2025-08-05,2025-08-05 15:35:29,CUST000000250631,648914,1,2000000020556,1,GBP,22,5%,3,app,PRIME5
2025-08-05,2025-08-05 15:35:29,CUST000000250631,648914,2,2000000197548,1,GBP,150,18%,15,app,PRIME5
2025-08-05,2025-08-05 17:30:34,CUST000000174896,648915,1,2000000105901,Two,INR,665,0%,160,web,
2025-08-05,2025-08-05 21:27:59,CUST000000035939,648916,1,2000000191188,1,AED,246,1%,30,web,
2025-08-05,2025-08-05 21:27:59,CUST000000035939,648916,2,2000000308623,1,AED,10,4%,2,web,
2025-08-05,2025-08-05 14:55:13,CUST000000157967,648917,1,2000000116884,1,SGD,21,9%,1,app,PRIME5
2025-08-05,2025-08-05 07:52:27,CUST000000234003,648918,1,2000000186375,1,GBP,5,6%,1,app,
2025-08-05,2025-08-05 07:52:27,CUST000000234003,648918,2,2000000016009,1,GBP,28,10%,4,app,
